date,BR13,BR12,G16/BR11,BL15/BR10,R05/BR09,BR08,BR07,BR06,BR05,BR04,BR03,BR02,BR01,BR14,BR15,BR16,BR17,BR18,BR19,BR20,BR21,BR22,BR23,BL23/BR24,G03A,G01,G02,G03,G04,G05,G06,G07,G08,O05/G09,R08/G10,G11,O04,O03,O02,O01,R09,R10/BL12,R11/G14,R12,O11/R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R22A,R23,R24,R25,R26,R27,R28,BL01,BL02,BL03,BL04,BL05,BL06,BL07,BL08,BL09,BL10,G12/BL11,BL13,O07/BL14,BL16,BL17,BL18,BL19,BL20,BL21,BL22,R02,R03,R04,R06,G13,O08/G15,G17,G18,G19,O19,O18,O17,O16,O15,O14,O13,O12,O10,O09,O06/R07,O54,O53,O52,O51,O50,O21,O20
2017/3/1,11150,31735,76924,85042,51681,31455,23907,7994,6221,31238,4689,9112,12122,21290,19281,36872,31121,11411,16141,6401,16708,18449,9345,54597,4431,23520,22846,33785,43414,33829,18857,55930,36082,66094,58355,20381,73019,54405,50906,43768,52761,287858,68783,45481,50685,50979,68303,57674,46795,26921,64929,15539,18415,36949,12070,7147,6237,28305,19556,14193,73827,15025,23706,14201,43547,43449,56042,73837,81804,52622,57445,123659,45911,64317,70237,41694,109554,40203,33856,29486,30361,22012,49859,34840,14835,23164,78847,47046,45820,45707,27044,22719,9453,9136,14201,20245,18592,25239,34961,55807,46710,25148,25809,24643,24867,23950,19508,17507
2017/3/2,10569,32238,79134,89122,52809,31378,23918,8088,6139,31060,4651,9148,11585,21286,19974,37956,31625,11449,16067,6294,16934,17810,9510,55141,4472,23382,22515,33455,43034,33155,18898,56133,36547,66231,59247,20603,72981,53897,50637,42935,50438,266320,70098,45229,51157,49116,70249,56538,47005,26423,64329,15293,18666,37056,12597,7181,6123,27444,19633,13883,71362,14889,24004,13610,43338,42888,55755,72804,81130,52173,55763,124263,45513,66249,72924,44927,113223,41950,33682,29796,31221,21481,51796,34955,15119,20923,79886,47656,46108,46399,26915,22302,9160,9304,12674,20335,18292,25026,35268,56599,47720,24539,25573,23875,25089,23767,19162,17320
2017/3/3,11798,33365,83985,101289,56804,33036,25163,8336,6462,35058,4919,9322,13384,22206,23091,38739,33514,12430,17439,7130,18514,19860,9831,58782,4778,25604,23897,35608,46156,35518,20033,64731,41691,70251,65303,21553,77528,57256,53578,45078,53136,327618,80905,48273,54155,54566,80806,62635,50360,27477,67854,16137,19928,40391,14299,7376,6262,28756,20756,14745,81358,16135,25856,14673,45343,44761,60883,81998,85051,54567,61248,149656,49633,72768,82466,51419,127784,43411,36207,32403,35087,23291,57418,37992,17037,23160,83241,49708,49057,50607,29550,23575,10157,9982,14012,20982,20200,28174,37812,60945,53723,26171,27263,25835,26184,25130,20405,18895
2017/3/4,8425,23577,50716,106435,35785,23449,18767,9344,5599,24897,3878,7955,21837,16792,22037,13738,16408,9084,16484,8423,13336,18604,4425,37847,6514,26677,20232,30411,34754,35184,18185,73823,41145,59771,59320,10862,67895,49277,43631,39391,31151,351776,83987,39733,39559,56648,89341,60080,43795,21243,56386,12950,13450,34483,18365,6375,4134,19325,18330,12356,96689,12383,22317,12734,36982,31482,60146,77959,68166,45608,61121,171697,31725,74864,78491,48145,109318,32723,30884,20163,26601,20417,54865,28622,24166,23476,45974,46595,34050,45395,20958,20599,8693,5115,15659,17881,19747,22311,28570,43807,51352,21678,22694,22673,20944,22046,16311,16137
2017/3/5,9083,19420,39713,84142,31493,18853,15419,7310,4892,19164,3554,6475,23912,14808,25031,12607,12157,7931,13936,9319,11650,16983,4479,33797,4254,25907,17516,24951,30031,30589,15782,74068,35021,46961,58438,9016,59148,42666,38308,34404,22943,342124,68821,29249,37285,54220,74691,50125,38892,17031,47477,11785,11867,31569,16986,5921,3923,18144,16776,11581,101957,11980,21657,11903,33477,25959,49727,73687,59259,39747,55979,144036,27561,60785,59706,38940,92191,28286,27468,17055,24258,18990,44708,21141,25114,20627,35229,41512,28781,36759,17521,18763,8499,4671,14775,14670,16961,19623,24155,38458,43876,21229,20628,19288,18806,20384,14808,14458
2017/3/6,10728,33170,80404,86347,51886,31602,24564,8247,6281,31377,4635,9377,10031,21139,20427,37408,32427,11354,16176,6035,17532,17160,9830,57197,4481,23376,22733,33556,43317,33416,18649,55332,35826,66547,56230,21453,74642,54750,52502,43616,52785,279546,71064,46643,51598,48525,68540,55930,45865,27079,64531,15557,18240,36457,11567,6872,6029,27036,19347,13765,69782,15040,23338,14027,43497,43892,55503,75228,82682,52426,57248,128614,46248,62913,71632,42157,114222,40400,34662,29791,31361,21111,54510,35294,14458,21060,82505,47989,46960,47296,26774,22156,9325,9538,12925,20707,19219,25355,36630,57786,48754,25277,25586,24672,25325,24475,19209,17931
2017/3/7,10402,33767,82094,93075,54700,33567,24782,8518,6359,32440,4637,9394,11652,21356,20416,38451,33404,11494,16767,6242,17958,17620,10287,62881,4623,23146,22809,34172,44300,34009,19726,57068,36740,68822,60289,21370,75259,55444,52305,43903,54087,278745,74132,48440,51664,50590,67344,56948,47358,27489,65349,15811,18814,36962,12604,7157,6222,28425,19836,14092,69480,15088,23869,13938,44011,43989,57549,76222,83521,53129,56524,129369,49666,64225,73932,43929,116020,42659,34700,29941,33121,21263,61942,36522,15091,21298,82695,50152,47763,46684,27299,22792,9387,9589,13263,20696,19356,25888,37595,59196,50889,25424,26093,25055,25381,24736,19265,17821
2017/3/8,10610,33978,84248,99150,55065,33728,24748,8305,6406,32714,4679,8701,10645,21931,22393,38982,33694,11753,17036,6475,18321,17600,10228,65429,4718,23619,23357,35173,44999,34443,19667,58734,37881,69827,62742,21460,76318,56245,52814,44667,53775,286438,78910,47389,52747,51824,71873,59476,49954,27069,66145,15879,18487,37315,12801,7582,6266,28139,20088,14293,70566,15436,24011,14317,44278,44670,58215,78052,85024,54554,59070,136741,50430,66055,77900,45902,121389,42872,35460,30845,34346,21931,66829,37547,15351,21819,85232,50470,49418,48005,27628,22929,9444,9857,13002,21115,19840,26147,38284,60301,52563,25440,26562,25476,25396,24861,19478,18125
2017/3/9,10832,34051,84912,97023,56431,33346,24929,8529,6532,32381,4844,8574,12484,21572,22376,38779,33061,11666,17081,6311,18061,17547,10304,66613,4864,23893,23046,34428,44893,33940,19680,59257,38661,69912,63709,21449,75847,55469,52837,44186,52375,289709,77188,47283,53091,51128,72386,58984,47763,27061,65664,15822,18838,37778,13142,7398,6044,27939,20138,14342,72902,15378,24280,13966,44003,44667,57683,77033,83829,53599,58422,135617,49610,66727,77559,45637,120073,43319,35156,30636,35326,22405,65341,37229,15934,21690,85155,50525,48385,48182,27331,22871,9430,9671,13161,21085,19331,26329,37634,59179,53158,25401,26276,25155,25335,24460,19498,18206
2017/3/10,12285,36397,89500,112081,59038,35623,27403,9231,6755,34492,4743,9245,11470,22776,24269,40844,34717,13023,18672,6592,19464,18856,11097,69275,5159,25271,25105,37521,48616,37423,21562,68626,42749,74771,68275,21999,81690,59710,56348,46504,55237,357094,88167,50069,56873,55188,75147,63388,50720,28244,68096,16986,19704,39016,14255,7642,6406,28494,20506,14979,77131,16393,26026,15137,46887,45752,62691,89562,89556,56768,60962,157562,54174,74318,88768,51542,139035,46050,37731,32827,39990,22629,69810,40439,16408,24312,90342,54124,52402,50375,29145,23783,10190,10112,14153,22761,21569,29765,41017,64835,57606,27249,27106,27440,27791,26486,20667,19618
2017/3/11,8964,24156,53291,113464,39986,23641,20458,7944,5366,21691,3908,6794,19614,19800,26343,13724,15337,9165,16357,7600,13133,15690,4500,53695,4714,26247,20811,29304,34682,30947,18307,96226,43976,62158,61208,11079,69806,49581,44781,42098,32119,378954,88464,42540,40993,57540,90458,62900,45461,20745,55998,13030,14482,34852,17660,7020,4235,19677,19356,12583,96076,13027,23429,13172,38183,33829,63199,83134,71009,46279,65564,186567,33410,73983,83673,42762,117564,34103,31700,20275,30604,19601,70511,30283,27644,23384,47320,32917,35299,45951,20265,20572,8884,5900,14515,18402,21206,23071,30668,47458,54663,22678,22654,23137,21398,22855,16887,16892
2017/3/12,9196,18899,39312,88325,28873,20540,15746,7751,4904,17718,3627,6701,25722,14761,21817,11555,13467,8061,14579,8444,11726,14042,4124,39977,4435,26607,18328,25881,29357,27235,15977,87913,35668,48038,53071,8515,61171,42855,38666,35731,23468,369104,73054,30753,39732,55426,78666,53450,39792,15960,46652,11697,12419,31907,15748,6003,4181,18721,16854,12564,107217,12203,21513,11982,33554,27333,52398,77104,60546,39836,61282,156794,30388,62415,62880,36694,108860,27939,27357,18003,27285,20289,56106,22492,28988,20384,36772,25826,29066,37308,16354,17672,7289,5307,13811,14769,17416,20204,24324,40805,46987,19614,19877,19661,18600,20065,14778,14223
2017/3/13,10885,32810,81117,90587,52979,32220,24410,8610,6219,31394,4541,9166,10478,21112,19308,37360,32260,11234,16580,5865,17203,16801,9988,54917,4573,23663,23257,33791,43692,33569,19371,58080,36632,68033,56437,21180,75110,54977,52519,43839,52667,292509,72047,47339,51691,49003,69506,56907,46410,26616,64646,15736,18480,36057,11619,7193,6179,27359,19895,14383,72600,15273,23986,14115,43438,44354,56351,77439,82722,52684,58944,130629,45416,63500,73202,42902,118135,40831,34757,30192,31205,21613,54684,35790,14946,21627,81801,48850,47726,47274,26739,22492,9216,9381,12710,21180,19497,26438,36331,59025,49443,25368,25754,24770,25394,24763,19533,18031
2017/3/14,10581,33859,84688,93132,54522,33234,24888,8502,6579,31903,4598,9350,11488,21150,20294,38742,33290,11484,16846,6158,17302,17400,10102,55552,4648,23715,23251,34537,44444,34483,19106,58573,38235,69398,60268,21934,76316,55908,53109,44711,53376,276825,75908,47512,52905,51207,72446,58171,48054,27175,65075,15977,19212,37009,13089,7288,6148,27889,19626,13954,70051,15403,23730,14117,43767,45015,58356,78780,84702,53566,59599,134575,49284,65440,75429,44380,118014,42113,34924,30682,31885,22472,59608,36809,15218,21377,83214,51874,48255,48392,27240,22898,9581,9732,12934,21315,19963,26172,37588,59755,52198,25638,26162,25203,26153,25140,19240,17957
2017/3/15,10771,33426,82068,93183,54512,32561,24306,8715,6632,32233,4743,9374,12873,21513,22282,37722,32813,11529,17006,6545,17515,17207,9789,56020,4716,24478,23396,34650,44622,34386,19219,58764,38013,68909,63179,21023,74754,56157,51978,44380,52757,282010,76487,48094,52300,51399,74628,59317,51136,26930,66303,15740,18793,37821,13259,7274,6344,28241,20423,14284,73914,15364,24792,14195,44462,44286,58247,77473,84274,54247,60187,134422,49310,65770,76383,45163,116626,41992,34399,30704,31493,22755,57967,36744,16381,21359,82297,51745,48424,48655,26939,23133,9605,9549,13033,20910,19310,26066,36723,60291,51891,25519,26447,24927,24978,24536,19894,17801
2017/3/16,11171,34074,84144,96655,56012,33515,25685,8842,6626,32602,4731,9485,11890,21811,21697,38554,33379,11521,16955,6221,17783,17506,10192,56251,5032,23700,23472,34848,45075,34492,20061,60304,39053,69830,61426,21774,77584,56433,53586,44533,52337,291844,76526,47453,52536,50469,69575,59024,47484,26882,65483,16205,19029,36705,13078,7500,6367,27773,20113,14735,71451,15210,25070,14147,44356,44670,58436,81434,84660,54840,67041,135519,49304,65419,78866,44823,124372,42549,35131,31046,32640,21836,75241,37545,16053,21852,84538,55779,48994,48463,27418,22976,9448,9399,13053,21401,19866,26525,37765,61750,53660,25601,26537,25540,26154,25178,19865,18010
2017/3/17,12564,34931,85584,109237,57769,34161,26349,8825,6778,34088,5035,9540,14653,22387,23759,38884,34051,12526,18041,6980,18600,18596,10200,59056,4854,25809,24734,37104,47718,36975,20699,68238,42314,72445,68109,21664,80260,59486,55044,46876,54347,358505,87730,51244,57215,56773,84648,66131,51508,27897,69687,16761,19463,40855,14809,7721,6323,28775,21613,15716,86244,16534,26779,15310,46784,45578,62548,88525,88365,56861,63818,158616,51196,75109,88013,49717,137657,43767,37090,32463,37122,24513,80335,40575,19156,24323,85182,55028,50512,53357,28530,25965,10311,9890,14287,21532,20857,29386,39291,62665,57834,26787,28081,26794,27359,26070,21123,19371
2017/3/18,9261,24079,52713,112904,37185,24823,18924,8751,5454,22234,4236,7462,25212,16658,24956,13680,15235,8772,16468,7804,12872,15142,4629,39397,4568,27257,20603,29797,35792,32737,18621,75896,41144,61327,61792,11277,70621,50554,45684,40860,31712,376445,88179,42401,42164,68172,89378,60555,44894,21415,56962,13525,14901,35150,17308,6474,4446,21661,18971,14589,99976,13016,23933,15529,39071,33416,63000,83884,72542,46939,63948,178036,35715,73560,81390,45340,123357,32610,31984,21999,28902,21020,89554,30013,43525,23675,46808,37489,35689,45666,19990,23293,8378,5241,14793,17728,20477,24027,29890,46698,57475,28534,23775,24437,21544,23142,16869,16670
2017/3/19,9023,18583,39137,87608,28062,19092,14669,7835,5559,17481,3305,5572,19526,12840,19642,10626,13289,7115,12930,6495,10490,12343,4149,31510,4073,21958,16585,24202,27055,26598,15588,59475,33085,45888,48648,8145,56420,40353,36766,32925,24167,351492,71128,29731,37881,51752,69029,47887,42969,15539,46468,10684,11738,29435,14958,5466,3283,17352,14887,12167,83766,11900,20378,12764,32459,27029,48563,72862,58699,38428,54935,145588,30019,61668,60381,34029,99845,26324,26184,17654,24738,15869,81360,22624,22539,18636,34919,31261,28150,34042,15624,19575,7060,4594,12224,14243,16588,19815,23982,36702,46003,18504,18979,18402,17939,19151,13749,13953
2017/3/20,10678,31545,77490,87494,50652,30004,23268,8116,6216,30584,4639,9365,11785,20939,19824,36310,30968,11474,16083,6664,17049,16684,9475,55028,4496,24391,22419,33630,41862,32980,18258,56210,34905,64269,57622,20431,71955,53575,50863,42775,51823,287327,69913,45684,50970,50311,70376,56786,45891,26199,64554,15384,18088,36806,11808,7019,6071,27165,19844,14330,76076,15205,24567,14281,43535,43181,55158,73809,80234,51854,58481,127108,44203,60874,71056,40717,112891,39261,33477,29225,30537,22280,54197,33983,16576,21085,77529,46900,45809,46901,25669,21868,9125,9054,12385,19905,18427,25263,35516,56169,48482,24621,25289,24043,24420,23684,19192,17396
2017/3/21,10723,32963,81030,93715,53686,31807,24340,8332,6600,31259,4598,9386,12719,21454,21139,38104,32864,11079,16626,6295,17379,17172,9792,59332,4659,23723,23095,34042,43699,34183,19465,57324,36509,66275,62264,21559,73342,55269,51276,43378,52141,275841,72154,46625,51436,52810,71415,58353,47883,27316,64838,15387,18731,37079,13118,7450,6162,28252,19988,14755,72598,15189,24407,14120,43440,44155,56880,74728,81876,52570,58327,130955,46798,62789,73458,42513,115360,41833,34846,30378,31843,22010,54876,35938,15916,20463,79489,48852,46913,47797,26072,22524,9118,9433,12234,20709,18650,25612,36274,58653,50616,25161,25584,24337,24987,23755,19211,17785
2017/3/22,11000,33292,80693,94775,53141,31898,24441,8998,6356,31817,4740,9463,14450,21810,22766,37648,33254,11166,16924,7127,17892,17448,9798,74660,4665,24718,23397,34357,44363,34249,19135,58357,37307,67851,64256,21436,75258,55830,52099,43967,52346,281665,74480,47305,52045,53805,74518,59521,51854,27616,66406,15888,18935,38511,13518,7609,6353,28286,19979,15066,76744,15482,24680,14524,44537,44557,58488,76222,83094,53732,58384,132568,49047,64308,76071,44229,116627,43131,35155,30747,34766,22847,59954,36591,18104,21161,80807,48896,47267,47996,26600,23064,9582,9448,12847,20289,19174,25529,36499,59394,50863,25394,26110,25100,25218,24259,19731,18009
2017/3/23,11280,34115,85156,99091,54453,32665,25663,8851,6867,32149,4745,9348,12266,22014,22325,38808,33502,10981,16806,6626,18124,17601,10303,77436,4786,24338,23011,34278,44629,33966,19285,58914,37807,68154,63925,21656,76578,56611,52714,44077,51657,284840,76603,46730,51994,51871,73431,59146,47977,26546,65765,16091,19488,37563,13067,7427,6240,29405,19961,14828,73929,15317,24045,14291,44077,44756,58207,77085,83690,54449,59761,136393,48758,67436,77360,45678,121027,41697,35608,31217,35540,22658,59891,37710,17233,22158,83417,52477,48277,49101,26776,23018,9472,9587,13200,21004,19764,25865,37163,60305,51821,25559,25909,25097,25991,24858,19727,18105
2017/3/24,12577,35215,86072,114035,55624,34753,26093,9329,6739,34398,4934,9763,17264,23379,24515,38818,33812,12482,18955,7713,19406,18785,9886,79184,5065,26962,25067,37024,47077,36551,20797,68584,42802,71483,73363,22166,79878,60164,55055,46852,54307,356126,86153,49078,55717,57729,84800,66794,51547,28159,68785,16874,19629,40957,14770,7635,6451,30617,21207,16631,91004,16211,26854,15359,46772,45256,63080,86592,86504,56385,63212,159592,50910,72018,87455,50854,136695,43877,37445,32425,40229,24964,66386,39394,19764,23495,85704,53600,49472,52922,28284,24295,10035,9579,14204,21346,20458,28644,39547,62728,56012,26652,27572,26591,26466,25743,20848,19343
2017/3/25,9133,23547,51818,117382,34823,26091,19506,12347,5568,23147,3854,6614,20849,16917,23890,15956,14790,8535,16267,6119,12886,14394,4592,49929,4530,21891,20631,28431,35169,29956,18951,72739,40992,60397,55119,11571,69317,50740,42922,38705,27580,366525,84292,38990,38005,50996,70119,55168,41848,18932,54140,12616,12798,31906,16137,6703,3942,19006,16966,17074,71966,12292,20453,14745,35308,31799,55795,82954,68662,44233,55945,169693,34273,69319,79714,42856,112938,33459,30409,21068,30675,14601,59641,29467,19239,21278,47572,39511,36363,37948,19318,26479,7839,5078,14292,16703,20167,23033,29358,43707,49469,21418,21551,23461,21002,22417,16112,15528
2017/3/26,8841,19122,39978,92026,27688,19233,15775,11371,4609,17247,3181,5171,17590,12811,21899,10996,12115,7285,12796,4977,10150,11534,4127,30136,4072,18393,16349,24072,29107,27341,15470,56252,33495,44644,53565,8261,56654,40986,36925,32332,21976,337005,71345,28878,36704,42706,63672,46026,41215,15093,43994,10606,11036,28137,14494,5748,3276,16360,14756,15369,67827,11283,18350,12349,31104,25029,46235,73183,56795,37363,51504,142775,30426,57514,60518,32046,92919,27994,26048,17113,25733,13268,46903,22378,18307,16822,35019,31980,29870,32322,15465,19112,7327,4187,11578,13034,16647,19840,24174,36341,43225,17627,17806,19256,16939,19011,14159,13459
2017/3/27,11253,31961,77297,90154,50974,30132,23676,8984,6344,30725,4777,9350,12566,21077,19820,36585,31467,11161,16470,6701,16858,16680,9383,55012,4456,24686,22486,33566,42252,33295,18680,55904,35568,64859,70139,20806,72450,52047,51041,43249,50949,282868,71257,45285,50380,50600,70734,58475,46145,26284,64700,15497,18717,37175,12106,6969,5824,27324,19618,15193,78545,15093,24154,14159,43159,42948,54868,74812,80316,51800,58310,128030,44127,61397,71928,42219,115474,39521,33715,29352,31048,23171,55035,34715,17665,21077,77872,47413,47721,46996,25996,22430,9166,9023,12688,20081,18422,25510,35128,56992,48926,24884,25606,24382,24682,23761,19280,17584
2017/3/28,11078,32515,80247,92731,52876,31807,24755,8960,6486,30935,4771,9143,15758,21163,20863,37514,32224,11254,16678,6844,16859,16781,9487,56348,4511,24961,23051,33683,43438,34085,18877,57912,36845,66525,75944,21335,75130,55298,52078,43873,51829,275053,72502,46375,51402,52952,71968,60171,47329,27302,65692,15859,19267,37557,12192,7296,6199,28069,20150,15460,76939,15388,24187,14343,43663,43910,57000,74738,82758,53104,60991,128371,47914,63752,73587,42697,114744,40434,34163,29961,31139,23207,52976,35337,18765,21159,78344,48394,48448,47708,26576,23988,9178,9247,12813,20518,18904,25834,35506,60130,50160,25338,26244,24740,25246,23854,19563,17759
2017/3/29,11238,33296,80085,94847,60715,33209,24795,9169,6762,32036,4857,9513,15387,22252,21196,38202,32853,11742,17276,8030,17754,16835,9703,60803,4946,25718,24107,35375,44695,34882,19847,62298,39078,69466,80359,23233,77685,57181,53525,45369,58238,301374,75172,47412,52531,54978,76139,62817,48540,27454,66855,16048,19511,37503,12959,7044,6417,28586,20253,15561,79166,15849,25427,14507,44787,44972,58274,78833,84767,54585,59197,134238,52166,67741,75730,44455,115815,41568,34717,30801,33611,24572,56712,37261,85835,22234,80661,48316,48565,47604,28117,24574,10032,9701,13704,20930,19515,25816,36168,58271,68164,25948,26431,25122,25615,24557,20604,18180
